hrwage,educ,female,fulltimely
17.307692,College degree,0,1.0
11.538462,Some college,1,1.0
6.8875,Some college,1,0.0
15.384615,Graduate degree,1,1.0
.,Some college,1,.
.,.,0,.
.,.,1,.
.,.,1,.
5.0,Some college,1,0.0
.,.,0,.
.,.,0,.
13.888889,Some college,1,1.0
16.538462,Some college,0,1.0
7.6923075,Less than HS,1,0.0
.,.,0,.
.,.,0,.
.,.,0,.
108.17308,HS diploma/GED,0,0.0
.,Some college,0,.
16.826923,College degree,1,1.0
72.11539,College degree,0,0.0
16.483517,Less than HS,0,1.0
.,HS diploma/GED,1,.
.,Some college,0,.
.,HS diploma/GED,1,.
86.53846,Some college,0,0.0
.,Some college,0,.
.,Some college,1,.
44.871796,Some college,0,1.0
.,.,0,.
.,.,1,.
19.23077,Some college,1,1.0
38.46154,HS diploma/GED,0,1.0
.,Less than HS,0,.
23.076923,Some college,0,1.0
22.596153,College degree,1,1.0
18.028847,HS diploma/GED,1,1.0
30.288462,HS diploma/GED,0,1.0
7.032967,HS diploma/GED,1,1.0
0.0,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
15.555555,Less than HS,0,0.0
.,Less than HS,1,.
2.6666667,HS diploma/GED,1,0.0
9.134615,HS diploma/GED,0,1.0
.,.,0,.
32.05128,College degree,1,1.0
23.26923,HS diploma/GED,0,1.0
19.23077,HS diploma/GED,1,1.0
.,.,0,.
.,.,0,.
.,.,0,.
11.538462,College degree,0,1.0
.,College degree,1,.
.,.,1,.
.,.,0,.
.,.,1,.
24.039423,Some college,0,1.0
15.865385,Some college,1,1.0
.,.,0,.
.,.,1,.
.,HS diploma/GED,1,.
.,Less than HS,1,.
.,Less than HS,1,.
6.730769,Less than HS,0,1.0
.,HS diploma/GED,1,.
.,Some college,0,.
11.538462,HS diploma/GED,0,1.0
12.698413,HS diploma/GED,1,1.0
24.038462,HS diploma/GED,0,1.0
36.058174,HS diploma/GED,1,1.0
36.058655,HS diploma/GED,0,1.0
24.038462,Graduate degree,1,1.0
16.98077,HS diploma/GED,0,1.0
.,.,0,.
.,.,1,.
.,Graduate degree,0,.
.,Some college,1,.
.,Less than HS,0,.
6.5934067,Less than HS,1,1.0
8.791209,HS diploma/GED,1,1.0
23.076923,Some college,0,1.0
.,.,0,.
.,.,0,.
20.833334,Some college,0,1.0
.,Some college,1,.
.,.,1,.
30.348612,Graduate degree,0,1.0
.,Graduate degree,1,.
.,Some college,0,.
.,Some college,0,.
.,Less than HS,0,.
.,Less than HS,0,.
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
9.583333,Graduate degree,1,1.0
0.0,College degree,0,1.0
6.730769,Less than HS,1,0.0
17.045454,HS diploma/GED,1,1.0
16.346153,Less than HS,0,1.0
.,.,0,.
31.157692,HS diploma/GED,0,0.0
.,HS diploma/GED,1,.
.,Some college,1,.
.,Some college,0,.
.,.,1,.
.,Some college,1,.
.,College degree,0,.
14.423077,HS diploma/GED,0,1.0
10.0,Some college,1,1.0
.,.,1,.
.,.,0,.
31.25,Graduate degree,0,1.0
12.019231,College degree,0,1.0
12.019231,College degree,1,1.0
.,Less than HS,0,.
6.064815,Some college,0,1.0
74.51923,College degree,0,1.0
24.038462,College degree,1,0.0
.,Less than HS,1,.
.,.,1,.
.,.,1,.
.,.,0,.
15.384615,College degree,1,1.0
11.538462,HS diploma/GED,1,1.0
.,.,1,.
.,HS diploma/GED,0,.
52.884617,Graduate degree,1,1.0
27.884615,Graduate degree,0,1.0
.,.,1,.
.,.,0,.
.,Graduate degree,1,.
.,Some college,0,.
.,Some college,1,.
33.333332,College degree,0,0.0
12.5,HS diploma/GED,0,1.0
26.923077,HS diploma/GED,0,1.0
20.71006,Some college,1,1.0
.,HS diploma/GED,0,.
.,College degree,1,.
.,HS diploma/GED,1,.
.,.,0,.
.,.,1,.
.,.,1,.
23.076923,College degree,0,1.0
.,HS diploma/GED,1,.
.,Less than HS,0,.
42.307693,HS diploma/GED,0,1.0
.,Graduate degree,1,.
57.692307,Graduate degree,0,1.0
.,HS diploma/GED,0,.
.,HS diploma/GED,0,.
.,HS diploma/GED,0,.
31.25,Some college,0,1.0
35.0,Some college,1,1.0
.,.,0,.
.,.,1,.
0.0,HS diploma/GED,0,0.0
.,HS diploma/GED,1,.
50.657894,College degree,0,1.0
1.9230769,HS diploma/GED,1,1.0
.,.,0,.
0.0,College degree,0,1.0
.,HS diploma/GED,1,.
.,.,1,.
.,.,1,.
57.692307,Graduate degree,0,1.0
28.846153,Some college,1,1.0
.,.,1,.
.,.,1,.
0.0,Less than HS,0,0.0
16.666666,Less than HS,1,0.0
22.435898,HS diploma/GED,0,1.0
7.227891,Some college,0,1.0
12.115385,Some college,1,1.0
14.75,Some college,0,1.0
26.923077,Some college,1,1.0
.,Less than HS,1,.
.,.,0,.
6.4102564,College degree,1,1.0
.,Some college,1,.
.,Less than HS,1,.
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
4.513889,Some college,1,0.0
33.333332,College degree,1,1.0
12.5,HS diploma/GED,0,1.0
.,.,1,.
.,.,1,.
38.46154,College degree,0,1.0
0.0,Graduate degree,1,1.0
.,.,1,.
.,.,1,.
.,.,0,.
.,Some college,1,.
18.26923,College degree,1,1.0
107.60073,College degree,0,1.0
14.84375,Some college,0,1.0
8.653846,Less than HS,1,1.0
.,Some college,0,.
.,HS diploma/GED,1,.
21.153847,HS diploma/GED,0,0.0
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
36.0406,HS diploma/GED,0,1.0
0.6730769,College degree,1,1.0
8.24,Less than HS,0,0.0
0.0,Less than HS,0,0.0
25.0,College degree,0,1.0
37.39316,College degree,1,1.0
.,Some college,1,.
.,.,0,.
.,.,1,.
15.0,HS diploma/GED,1,1.0
24.038462,HS diploma/GED,0,1.0
0.0,Less than HS,1,0.0
0.0,Less than HS,1,0.0
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
5.5,HS diploma/GED,1,1.0
11.25,HS diploma/GED,0,1.0
30.76923,Graduate degree,1,1.0
.,Less than HS,1,.
.,.,1,.
.,.,0,.
.,.,1,.
.,.,0,.
.,.,0,.
51.923077,Some college,0,0.0
13.675214,Some college,1,1.0
.,College degree,1,.
16.02564,Some college,0,1.0
.,.,1,.
.,.,0,.
.,.,0,.
.,Some college,1,.
24.038462,Less than HS,0,1.0
.,.,0,.
.,.,0,.
13.942307,Some college,1,1.0
12.019231,Less than HS,0,1.0
.,Less than HS,1,.
.,.,1,.
.,.,1,.
.,.,1,.
.,.,1,.
.,.,1,.
7.5,Less than HS,1,1.0
.,Less than HS,0,.
15.865385,HS diploma/GED,0,1.0
19.711538,HS diploma/GED,1,1.0
45.673077,HS diploma/GED,0,1.0
40.865383,Graduate degree,1,1.0
.,.,1,.
12.5,Some college,1,1.0
.,Less than HS,1,.
.,.,0,.
.,Less than HS,1,.
.,.,1,.
.,.,0,.
24.038462,Graduate degree,0,1.0
29.91453,College degree,1,1.0
89.74359,College degree,0,1.0
26.38889,College degree,1,1.0
.,Graduate degree,0,.
7.3846154,Less than HS,1,0.0
16.941177,Less than HS,0,1.0
.,.,1,.
.,.,1,.
5.6089745,Less than HS,1,1.0
11.057693,HS diploma/GED,0,1.0
.,.,1,.
.,.,0,.
37.2807,Graduate degree,1,1.0
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
17.548077,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,.,1,.
.,.,1,.
17.482517,Graduate degree,0,1.0
35.25641,Graduate degree,1,1.0
3.8461537,Less than HS,1,0.0
12.573964,HS diploma/GED,1,1.0
2.366864,HS diploma/GED,0,1.0
.,.,1,.
16.433567,HS diploma/GED,0,1.0
8.653846,HS diploma/GED,1,1.0
.,.,0,.
24.182692,Some college,0,1.0
.,HS diploma/GED,1,.
.,.,0,.
23.504274,Graduate degree,0,1.0
.,Less than HS,0,.
.,Less than HS,1,.
.,Some college,0,.
.,Less than HS,1,.
14.529915,HS diploma/GED,0,1.0
.,Some college,0,.
.,Less than HS,1,.
.,HS diploma/GED,1,.
.,Less than HS,1,.
.,.,1,.
52.884617,Some college,0,1.0
35.625,HS diploma/GED,1,1.0
.,HS diploma/GED,0,.
32.05128,Some college,1,0.0
10.344828,Some college,1,0.0
93.75,HS diploma/GED,0,0.0
.,Less than HS,0,.
.,Some college,0,.
.,HS diploma/GED,0,.
.,Some college,1,.
12.5,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
12.0,College degree,0,1.0
.,.,0,.
.,Some college,1,.
0.0,HS diploma/GED,0,1.0
34.615383,Some college,1,1.0
0.0,HS diploma/GED,0,1.0
.,.,0,.
.,Some college,0,.
17.094017,Some college,1,1.0
.,Some college,0,.
.,Less than HS,0,.
.,.,0,.
5.3418803,HS diploma/GED,1,1.0
9.615385,HS diploma/GED,0,1.0
.,.,0,.
24.038462,Some college,1,1.0
14.423077,HS diploma/GED,0,1.0
75.0,HS diploma/GED,0,0.0
6.3333335,HS diploma/GED,1,0.0
.,Less than HS,0,.
15.384615,HS diploma/GED,0,1.0
9.615385,Some college,1,1.0
40.865383,Some college,0,1.0
96.15385,Graduate degree,0,0.0
.,Graduate degree,1,.
16.826923,Some college,1,1.0
0.0,Some college,1,0.0
.,Some college,0,.
.,.,1,.
.,.,1,.
20.8,HS diploma/GED,1,0.0
10.096154,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
0.0,Graduate degree,0,0.0
149.57265,Graduate degree,1,1.0
20.089285,Some college,0,1.0
14.6,College degree,1,0.0
17.307692,Some college,1,1.0
.,Some college,0,.
.,Some college,1,.
15.009381,Some college,1,1.0
.,.,0,.
.,.,1,.
4.505255,HS diploma/GED,1,1.0
15.384615,Some college,0,1.0
.,.,1,.
.,Some college,0,.
12.692307,HS diploma/GED,1,1.0
24.038462,HS diploma/GED,0,1.0
.,.,0,.
25.961538,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
6.4102564,Less than HS,0,0.0
.,.,0,.
.,.,0,.
33.173077,College degree,1,1.0
30.906593,College degree,0,1.0
.,Less than HS,0,.
12.0,College degree,1,1.0
0.0,College degree,1,1.0
.,.,0,.
.,.,0,.
.,Some college,0,.
.,College degree,1,.
0.0,HS diploma/GED,0,1.0
25.48077,Some college,1,1.0
0.0,HS diploma/GED,0,1.0
.,Less than HS,0,.
.,Less than HS,1,.
23.076923,Some college,1,0.0
.,.,0,.
.,.,0,.
.,Some college,1,.
.,Some college,0,.
.,Less than HS,1,.
.,.,1,.
.,HS diploma/GED,0,.
7.802174,Some college,1,1.0
21.298077,College degree,0,1.0
.,College degree,1,.
0.0,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
45.673077,Some college,0,1.0
.,HS diploma/GED,1,.
4.375,HS diploma/GED,1,1.0
5.1282053,HS diploma/GED,1,0.0
.,.,1,.
19.23077,Some college,1,1.0
13.806706,Some college,1,1.0
.,College degree,1,.
125.0,Graduate degree,0,0.0
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
37.5,College degree,0,1.0
31.73077,Some college,1,1.0
.,.,1,.
.,.,0,.
14.423077,Graduate degree,0,1.0
14.423077,HS diploma/GED,1,1.0
.,.,0,.
.,.,0,.
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
.,Less than HS,0,.
17.307692,HS diploma/GED,1,1.0
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
.,.,1,.
.,.,0,.
.,.,1,.
.,.,1,.
.,.,0,.
.,.,0,.
48.076923,College degree,1,1.0
.,Less than HS,1,.
.,.,1,.
.,.,0,.
9.0,HS diploma/GED,0,1.0
5.769231,HS diploma/GED,1,1.0
38.46154,Graduate degree,1,1.0
38.46154,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,Less than HS,0,.
28.846153,HS diploma/GED,0,1.0
12.019231,HS diploma/GED,1,1.0
49.03846,College degree,1,1.0
32.21154,College degree,0,1.0
.,Less than HS,0,.
.,.,0,.
.,Some college,1,.
16.826923,Less than HS,0,1.0
.,.,1,.
.,.,1,.
.,.,1,.
2.142857,Less than HS,1,1.0
.,.,1,.
18.545,Some college,1,1.0
25.641026,Some college,0,1.0
.,HS diploma/GED,0,.
16.826923,HS diploma/GED,0,1.0
0.0,Less than HS,0,0.0
70.652176,Graduate degree,0,1.0
9.615385,Some college,1,1.0
.,HS diploma/GED,0,.
.,HS diploma/GED,0,.
.,Graduate degree,1,.
.,HS diploma/GED,1,.
.,College degree,0,.
16.826923,HS diploma/GED,1,1.0
.,.,1,.
18.26923,Some college,1,1.0
15.162722,College degree,0,1.0
.,Less than HS,1,.
.,.,0,.
137.82051,Graduate degree,0,1.0
24.038462,Graduate degree,1,1.0
.,.,0,.
.,.,0,.
11.538462,Less than HS,0,1.0
21.634615,HS diploma/GED,1,1.0
.,HS diploma/GED,1,.
46.153847,HS diploma/GED,0,1.0
22.596153,College degree,1,1.0
0.0,Graduate degree,0,1.0
.,Less than HS,1,.
35.412163,Graduate degree,0,1.0
0.1923077,Some college,1,1.0
.,.,1,.
.,.,0,.
.,.,1,.
.,.,1,.
55.0,Less than HS,0,0.0
0.0,HS diploma/GED,0,1.0
7.980769,Less than HS,0,0.0
120.19231,Less than HS,0,1.0
.,Less than HS,1,.
8.653846,Some college,0,1.0
.,Less than HS,0,.
.,.,0,.
7.6923075,HS diploma/GED,1,1.0
19.23077,Graduate degree,1,1.0
19.23077,Graduate degree,0,1.0
.,.,1,.
.,.,0,.
9.615866,Less than HS,0,1.0
21.634615,Some college,0,1.0
14.957265,Graduate degree,1,1.0
23.26923,Some college,0,1.0
12.019231,HS diploma/GED,0,1.0
13.461538,HS diploma/GED,0,1.0
10.686966,College degree,1,0.0
.,HS diploma/GED,0,.
19.23077,Some college,1,1.0
.,Less than HS,0,.
.,Less than HS,1,.
4.7619047,HS diploma/GED,1,1.0
51.0,Graduate degree,1,0.0
38.41346,Graduate degree,0,1.0
.,.,0,.
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
.,Some college,0,.
24.038462,Some college,0,1.0
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
37.894737,HS diploma/GED,0,1.0
12.145749,HS diploma/GED,1,1.0
.,.,0,.
.,.,0,.
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
.,Less than HS,0,.
0.0,Less than HS,0,1.0
16.826923,Less than HS,1,1.0
.,Some college,0,.
.,Some college,1,.
8.173077,HS diploma/GED,1,1.0
21.634615,HS diploma/GED,0,1.0
30.49375,HS diploma/GED,0,1.0
24.038462,College degree,1,1.0
.,Some college,1,.
.,HS diploma/GED,0,.
.,College degree,1,.
19.23077,HS diploma/GED,0,1.0
.,College degree,0,.
.,College degree,1,.
50.00096,Graduate degree,1,1.0
.,Some college,0,.
.,.,1,.
.,Some college,0,.
.,HS diploma/GED,1,.
.,Some college,0,.
.,HS diploma/GED,1,.
.,.,1,.
2.7884614,HS diploma/GED,0,1.0
.,Less than HS,0,.
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
.,.,0,.
14.685315,College degree,0,1.0
30.76923,Some college,1,1.0
.,.,0,.
14.957265,Some college,1,1.0
.,.,0,.
19.48052,HS diploma/GED,0,1.0
8.5470085,Some college,1,0.0
24.038462,Graduate degree,0,1.0
.,Less than HS,0,.
.,Some college,1,.
.,.,1,.
.,.,0,.
.,HS diploma/GED,0,.
.,Less than HS,1,.
0.0,HS diploma/GED,0,1.0
23.776224,College degree,1,1.0
.,College degree,0,.
.,Some college,1,.
.,HS diploma/GED,1,.
7.8125,HS diploma/GED,1,0.0
.,.,1,.
.,.,0,.
.,.,0,.
15.384615,Some college,1,1.0
30.288462,Some college,0,1.0
.,HS diploma/GED,1,.
.,Some college,1,.
24.351786,HS diploma/GED,1,1.0
.,Less than HS,0,.
16.826923,HS diploma/GED,1,1.0
.,.,1,.
.,.,1,.
9.375,HS diploma/GED,1,1.0
.,.,0,.
4.25,HS diploma/GED,1,0.0
.,Some college,0,.
16.826923,Some college,0,0.0
.,Less than HS,0,.
8.01282,Some college,0,0.0
.,Some college,1,.
31.25,Some college,0,1.0
.,Some college,0,.
.,Some college,1,.
.,Some college,0,.
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
.,Less than HS,1,.
10.0,HS diploma/GED,0,1.0
.,Some college,0,.
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
14.423077,HS diploma/GED,0,1.0
.,.,1,.
.,.,0,.
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
41.666668,Less than HS,1,0.0
17.307692,Less than HS,1,1.0
.,Less than HS,1,.
.,HS diploma/GED,1,.
11.538462,Some college,1,1.0
16.634615,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
15.566038,HS diploma/GED,0,1.0
.,Some college,1,.
6.730769,Less than HS,0,1.0
.,HS diploma/GED,1,.
.,.,1,.
.,.,0,.
.,.,1,.
.,HS diploma/GED,1,.
36.057693,HS diploma/GED,0,1.0
.,.,0,.
.,.,0,.
.,.,1,.
34.615383,Graduate degree,0,1.0
.,Less than HS,0,.
.,College degree,1,.
0.0,College degree,0,1.0
.,.,1,.
.,.,1,.
.,.,1,.
19.871796,Some college,0,1.0
12.820513,Some college,1,0.0
.,.,1,.
.,.,1,.
14.676113,Some college,0,1.0
52.44755,Graduate degree,0,1.0
.,College degree,1,.
.,.,0,.
.,.,0,.
.,.,0,.
.,HS diploma/GED,1,.
48.076923,Graduate degree,1,1.0
0.0,College degree,0,1.0
21.367521,HS diploma/GED,0,1.0
15.384615,Some college,1,1.0
9.5,HS diploma/GED,0,0.0
6.730769,Less than HS,0,1.0
.,HS diploma/GED,1,.
52.197803,Graduate degree,1,1.0
18.028847,Some college,1,1.0
16.428572,Some college,1,1.0
13.725491,Some college,0,1.0
.,.,0,.
12.5,Some college,1,1.0
16.826923,Some college,0,1.0
11.827404,HS diploma/GED,0,1.0
24.038462,Some college,0,1.0
.,HS diploma/GED,1,.
6.4102564,Less than HS,0,1.0
13.736263,Less than HS,0,1.0
22.115385,Less than HS,0,1.0
15.384615,HS diploma/GED,1,1.0
27.403847,HS diploma/GED,0,1.0
16.346153,HS diploma/GED,0,1.0
.,Some college,1,.
7.3964496,Some college,1,0.0
.,Less than HS,0,.
13.186813,HS diploma/GED,1,1.0
24.038462,College degree,0,1.0
.,HS diploma/GED,1,.
.,.,1,.
.,.,1,.
.,.,1,.
.,Some college,1,.
4.11715,Some college,0,0.0
.,HS diploma/GED,1,.
.,Less than HS,0,.
.,.,0,.
4.8076925,HS diploma/GED,0,1.0
4.8076925,HS diploma/GED,1,1.0
0.0,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
.,Less than HS,1,.
.,Less than HS,1,.
.,.,0,.
21.0,HS diploma/GED,1,1.0
.,College degree,0,.
28.365385,Some college,1,1.0
0.0,Some college,1,1.0
.,Some college,1,.
.,HS diploma/GED,1,.
46.153847,HS diploma/GED,0,1.0
.,HS diploma/GED,0,.
.,HS diploma/GED,0,.
12.5,HS diploma/GED,0,1.0
9.5,HS diploma/GED,0,1.0
52.884617,College degree,0,1.0
9.523809,Less than HS,1,0.0
16.615385,Less than HS,0,1.0
21.153847,Some college,0,1.0
.,Some college,1,.
.,.,1,.
.,.,0,.
.,College degree,1,.
.,.,1,.
.,.,0,.
.,HS diploma/GED,0,.
.,HS diploma/GED,0,.
8.173077,Some college,1,1.0
50.0,HS diploma/GED,1,0.0
.,HS diploma/GED,1,.
15.282051,Some college,1,1.0
12.019231,Some college,1,1.0
5.769231,Some college,1,1.0
120.19231,College degree,0,1.0
21.153847,College degree,1,0.0
.,Some college,0,.
.,Less than HS,1,.
.,Some college,1,.
.,Some college,0,.
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
.,Some college,1,.
7.2115383,HS diploma/GED,0,1.0
7.2115383,Some college,1,1.0
25.524475,Graduate degree,0,1.0
19.23077,College degree,1,1.0
.,Some college,1,.
.,College degree,0,.
37.5,Graduate degree,1,1.0
37.5,College degree,0,1.0
38.46154,Graduate degree,0,1.0
.,College degree,1,.
.,.,0,.
.,College degree,1,.
51.923077,Some college,0,1.0
.,.,0,.
.,.,0,.
16.987179,Some college,0,1.0
12.5,Some college,1,1.0
.,.,0,.
.,.,1,.
.,.,1,.
.,.,1,.
.,HS diploma/GED,0,.
26.223776,Some college,0,1.0
13.509615,College degree,1,1.0
38.46154,Graduate degree,1,1.0
38.46154,Graduate degree,0,1.0
.,Some college,0,.
.,HS diploma/GED,1,.
7.2115383,HS diploma/GED,0,1.0
.,.,0,.
.,Some college,0,.
.,HS diploma/GED,1,.
11.936339,HS diploma/GED,0,1.0
12.019231,HS diploma/GED,1,1.0
.,.,0,.
20.0,College degree,0,1.0
15.384615,College degree,1,1.0
.,College degree,1,.
.,HS diploma/GED,0,.
14.423077,HS diploma/GED,1,1.0
.,Less than HS,1,.
12.5,Some college,1,0.0
.,Less than HS,0,.
.,HS diploma/GED,1,.
10.256411,Some college,1,1.0
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
29.62963,HS diploma/GED,1,0.0
7.25,Less than HS,1,0.0
7.5,Less than HS,0,1.0
7.2496123,Less than HS,1,0.0
.,HS diploma/GED,1,.
45.384617,HS diploma/GED,0,1.0
.,Less than HS,1,.
19.23077,HS diploma/GED,0,1.0
.,Some college,1,.
.,.,1,.
.,.,0,.
61.188812,Graduate degree,0,1.0
.,HS diploma/GED,1,.
11.0,Less than HS,0,1.0
.,Less than HS,1,.
.,.,0,.
.,.,0,.
.,.,1,.
.,.,0,.
.,.,1,.
9.134615,HS diploma/GED,0,1.0
15.264423,Some college,1,1.0
22.211538,Some college,0,1.0
3.0769231,Less than HS,0,0.0
.,.,1,.
9.615385,Some college,1,1.0
17.482517,Some college,0,1.0
0.26666668,Less than HS,1,1.0
.,.,1,.
.,.,1,.
.,.,0,.
.,.,0,.
.,HS diploma/GED,1,.
.,.,1,.
.,.,0,.
.,.,1,.
.,.,0,.
19.23077,HS diploma/GED,0,1.0
7.352941,Less than HS,1,1.0
.,.,1,.
23.076923,College degree,0,1.0
.,Some college,0,.
.,HS diploma/GED,0,.
25.961538,Some college,1,1.0
28.846153,College degree,0,1.0
230.76923,College degree,0,1.0
.,College degree,1,.
12.923077,Some college,1,0.0
.,Less than HS,1,.
.,Less than HS,1,.
12.5,HS diploma/GED,0,1.0
16.346153,Some college,1,1.0
.,Less than HS,1,.
.,.,0,.
.,.,1,.
.,Less than HS,1,.
.,Less than HS,0,.
40.681213,College degree,1,1.0
38.46154,HS diploma/GED,0,1.0
.,.,1,.
.,.,0,.
10.0,Some college,1,0.0
.,Less than HS,0,.
.,.,0,.
18.75,HS diploma/GED,1,1.0
.,.,1,.
.,.,1,.
.,.,1,.
.,.,1,.
10.733453,College degree,1,1.0
0.0,Some college,0,0.0
10.096154,Some college,1,0.0
.,Some college,0,.
35.625,HS diploma/GED,0,1.0
11.666667,HS diploma/GED,0,1.0
.,Some college,1,.
.,Some college,0,.
10.0,HS diploma/GED,1,0.0
13.461538,HS diploma/GED,0,1.0
.,.,0,.
.,HS diploma/GED,1,.
16.239317,Graduate degree,1,1.0
.,HS diploma/GED,0,.
.,Some college,1,.
.,HS diploma/GED,0,.
.,Some college,0,.
.,HS diploma/GED,1,.
27.777779,Some college,0,1.0
.,.,0,.
.,.,1,.
3.125,Some college,1,0.0
.,.,1,.
.,Some college,1,.
.,HS diploma/GED,1,.
50.657894,College degree,0,1.0
.,HS diploma/GED,0,.
.,.,0,.
6.25,Some college,1,1.0
.,.,0,.
.,Graduate degree,0,.
20.192308,College degree,1,1.0
.,College degree,1,.
6.25,Some college,1,1.0
14.230769,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,.,0,.
20.673077,College degree,0,1.0
.,Less than HS,1,.
44.070515,Some college,0,1.0
38.265305,HS diploma/GED,1,0.0
20.0,HS diploma/GED,0,1.0
16.666666,Less than HS,1,0.0
.,Graduate degree,0,.
.,HS diploma/GED,1,.
0.3,HS diploma/GED,0,0.0
5.102041,HS diploma/GED,1,1.0
.,Less than HS,1,.
42.307693,College degree,0,1.0
8.658009,Some college,0,1.0
28.846153,Some college,0,1.0
.,HS diploma/GED,1,.
.,Some college,1,.
15.384615,HS diploma/GED,0,1.0
.,.,0,.
.,.,0,.
.,College degree,0,.
.,HS diploma/GED,1,.
17.399267,Some college,1,1.0
.,Some college,0,.
.,HS diploma/GED,1,.
36.53846,Graduate degree,0,1.0
41.666668,College degree,1,1.0
25.0,Graduate degree,0,1.0
.,Graduate degree,1,.
.,Graduate degree,0,.
.,College degree,0,.
.,HS diploma/GED,1,.
34.615383,College degree,0,1.0
.,Less than HS,0,.
.,.,0,.
19.23077,Some college,0,1.0
14.423077,Some college,1,1.0
.,.,0,.
.,.,1,.
0.0,HS diploma/GED,0,1.0
0.0,HS diploma/GED,1,0.0
0.0,HS diploma/GED,0,1.0
32.21154,College degree,0,1.0
96.15385,College degree,1,0.0
.,.,1,.
.,Less than HS,1,.
26.442308,Less than HS,0,1.0
.,.,1,.
.,.,0,.
.,.,0,.
60.21756,Some college,0,1.0
.,Some college,1,.
.,.,1,.
31.25,HS diploma/GED,0,1.0
38.46154,Some college,1,1.0
.,Less than HS,1,.
.,.,1,.
.,.,0,.
10.817307,College degree,1,1.0
12.019231,Some college,0,1.0
14.423077,HS diploma/GED,0,1.0
.,Less than HS,1,.
.,.,1,.
.,HS diploma/GED,1,.
19.23077,Some college,0,1.0
16.02564,Graduate degree,0,1.0
19.711538,Graduate degree,1,1.0
2.34375,College degree,1,1.0
.,HS diploma/GED,0,.
.,Less than HS,1,.
6.5104165,Less than HS,0,1.0
.,.,1,.
.,.,0,.
0.0,Graduate degree,1,0.0
0.0,College degree,0,0.0
.,Less than HS,1,.
19.23077,HS diploma/GED,0,1.0
0.0,Some college,0,1.0
0.0,Some college,1,1.0
.,.,0,.
.,.,1,.
.,Graduate degree,0,.
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
8.307693,HS diploma/GED,1,1.0
14.769231,HS diploma/GED,0,1.0
12.0,HS diploma/GED,0,1.0
.,.,1,.
.,.,0,.
.,HS diploma/GED,0,.
30.76923,College degree,1,1.0
28.846153,HS diploma/GED,0,1.0
12.5,Some college,0,1.0
40.865383,Graduate degree,1,1.0
25.0,College degree,0,1.0
18.26923,College degree,1,1.0
.,College degree,0,.
12.019231,College degree,1,1.0
.,College degree,1,.
0.0,HS diploma/GED,1,1.0
.,Less than HS,0,.
.,Less than HS,1,.
.,.,1,.
.,.,1,.
.,.,0,.
.,Graduate degree,0,.
.,College degree,1,.
.,Some college,0,.
.,HS diploma/GED,1,.
24.0,Some college,0,0.0
12.5,HS diploma/GED,1,0.0
4.8076925,Some college,0,1.0
6.4102564,HS diploma/GED,1,1.0
21.634615,Some college,0,1.0
0.0,Some college,1,1.0
.,HS diploma/GED,0,.
5.4945054,HS diploma/GED,0,1.0
7.6923075,Some college,1,1.0
9.615385,HS diploma/GED,0,1.0
30.0,HS diploma/GED,0,0.0
.,Less than HS,0,.
20.0,Some college,0,1.0
14.423077,College degree,1,1.0
.,.,0,.
7.6923075,HS diploma/GED,0,0.0
.,HS diploma/GED,0,.
.,Less than HS,0,.
.,Some college,0,.
.,HS diploma/GED,1,.
21.634615,HS diploma/GED,0,1.0
16.826923,College degree,1,1.0
.,Less than HS,0,.
.,HS diploma/GED,0,.
9.049774,Some college,1,0.0
14.957265,HS diploma/GED,0,1.0
.,.,0,.
.,.,1,.
.,.,1,.
.,HS diploma/GED,0,.
10.989011,College degree,1,0.0
.,.,0,.
0.0,Less than HS,1,0.0
