state,year,commodity,var,value
Nebraska,2010,326 Plastics & Rubber Products,imports,118969662
Nebraska,2011,326 Plastics & Rubber Products,exports,85034926
Nebraska,2011,326 Plastics & Rubber Products,imports,144227505
Nebraska,2012,326 Plastics & Rubber Products,exports,65330831
Nebraska,2012,326 Plastics & Rubber Products,imports,149213294
Nebraska,2013,326 Plastics & Rubber Products,exports,80105391
Nebraska,2013,326 Plastics & Rubber Products,imports,156988259
Nebraska,2014,326 Plastics & Rubber Products,exports,68924704
Nebraska,2014,326 Plastics & Rubber Products,imports,202207411
Nebraska,2015,326 Plastics & Rubber Products,exports,64560282
Nebraska,2015,326 Plastics & Rubber Products,imports,169192727
Nebraska,2016,326 Plastics & Rubber Products,exports,77058152
Nebraska,2016,326 Plastics & Rubber Products,imports,155777419
Nebraska,2017,326 Plastics & Rubber Products,exports,91704637
Nebraska,2017,326 Plastics & Rubber Products,imports,169025971
Nebraska,2008,327 Nonmetallic Mineral Products,exports,8148199
Nebraska,2008,327 Nonmetallic Mineral Products,imports,47758343
Nebraska,2009,327 Nonmetallic Mineral Products,exports,7036821
Nebraska,2009,327 Nonmetallic Mineral Products,imports,31890566
Nebraska,2010,327 Nonmetallic Mineral Products,exports,9239081
Nebraska,2010,327 Nonmetallic Mineral Products,imports,35327465
Nebraska,2011,327 Nonmetallic Mineral Products,exports,8534288
Nebraska,2011,327 Nonmetallic Mineral Products,imports,37892270
Nebraska,2012,327 Nonmetallic Mineral Products,exports,8422602
Nebraska,2012,327 Nonmetallic Mineral Products,imports,34282039
Nebraska,2013,327 Nonmetallic Mineral Products,exports,9019762
Nebraska,2013,327 Nonmetallic Mineral Products,imports,37472449
Nebraska,2014,327 Nonmetallic Mineral Products,exports,10029660
Nebraska,2014,327 Nonmetallic Mineral Products,imports,36345341
Nebraska,2015,327 Nonmetallic Mineral Products,exports,10144236
Nebraska,2015,327 Nonmetallic Mineral Products,imports,34383450
Nebraska,2016,327 Nonmetallic Mineral Products,exports,8278861
Nebraska,2016,327 Nonmetallic Mineral Products,imports,29882967
Nebraska,2017,327 Nonmetallic Mineral Products,exports,9232041
Nebraska,2017,327 Nonmetallic Mineral Products,imports,27301689
Nebraska,2008,331 Primary Metal Mfg,exports,46859934
Nebraska,2008,331 Primary Metal Mfg,imports,135835003
Nebraska,2009,331 Primary Metal Mfg,exports,44098007
Nebraska,2009,331 Primary Metal Mfg,imports,41730124
Nebraska,2010,331 Primary Metal Mfg,exports,64117239
Nebraska,2010,331 Primary Metal Mfg,imports,64754643
Nebraska,2011,331 Primary Metal Mfg,exports,77680874
Nebraska,2011,331 Primary Metal Mfg,imports,85871095
Nebraska,2012,331 Primary Metal Mfg,exports,84590779
Nebraska,2012,331 Primary Metal Mfg,imports,75111895
Nebraska,2013,331 Primary Metal Mfg,exports,75466192
Nebraska,2013,331 Primary Metal Mfg,imports,78996350
Nebraska,2014,331 Primary Metal Mfg,exports,76276291
Nebraska,2014,331 Primary Metal Mfg,imports,83828226
Nebraska,2015,331 Primary Metal Mfg,exports,58955861
Nebraska,2015,331 Primary Metal Mfg,imports,85498183
Nebraska,2016,331 Primary Metal Mfg,exports,55012525
Nebraska,2016,331 Primary Metal Mfg,imports,57643970
Nebraska,2017,331 Primary Metal Mfg,exports,71038585
Nebraska,2017,331 Primary Metal Mfg,imports,79533421
Nebraska,2008,"332 Fabricated Metal Products, Nesoi",exports,150364760
Nebraska,2008,"332 Fabricated Metal Products, Nesoi",imports,145371114
Nebraska,2009,"332 Fabricated Metal Products, Nesoi",exports,97779672
Nebraska,2009,"332 Fabricated Metal Products, Nesoi",imports,103500121
Nebraska,2010,"332 Fabricated Metal Products, Nesoi",exports,156820571
Nebraska,2010,"332 Fabricated Metal Products, Nesoi",imports,128446795
Nebraska,2011,"332 Fabricated Metal Products, Nesoi",exports,144663112
Nebraska,2011,"332 Fabricated Metal Products, Nesoi",imports,179775418
Nebraska,2012,"332 Fabricated Metal Products, Nesoi",exports,171100236
Nebraska,2012,"332 Fabricated Metal Products, Nesoi",imports,151768814
Nebraska,2013,"332 Fabricated Metal Products, Nesoi",exports,200509023
Nebraska,2013,"332 Fabricated Metal Products, Nesoi",imports,171433685
Nebraska,2014,"332 Fabricated Metal Products, Nesoi",exports,209269135
Nebraska,2014,"332 Fabricated Metal Products, Nesoi",imports,197079307
Nebraska,2015,"332 Fabricated Metal Products, Nesoi",exports,205323007
Nebraska,2015,"332 Fabricated Metal Products, Nesoi",imports,224675583
Nebraska,2016,"332 Fabricated Metal Products, Nesoi",exports,133409883
Nebraska,2016,"332 Fabricated Metal Products, Nesoi",imports,168926968
Nebraska,2017,"332 Fabricated Metal Products, Nesoi",exports,153869245
Nebraska,2017,"332 Fabricated Metal Products, Nesoi",imports,191347676
Nebraska,2008,"333 Machinery, Except Electrical",exports,1020506878
Nebraska,2008,"333 Machinery, Except Electrical",imports,539674675
Nebraska,2009,"333 Machinery, Except Electrical",exports,875691798
Nebraska,2009,"333 Machinery, Except Electrical",imports,477797505
Nebraska,2010,"333 Machinery, Except Electrical",exports,962280919
Nebraska,2010,"333 Machinery, Except Electrical",imports,546866250
Nebraska,2011,"333 Machinery, Except Electrical",exports,1224558542
Nebraska,2011,"333 Machinery, Except Electrical",imports,699258562
Nebraska,2012,"333 Machinery, Except Electrical",exports,1294101434
Nebraska,2012,"333 Machinery, Except Electrical",imports,801064009
Nebraska,2013,"333 Machinery, Except Electrical",exports,1286405949
Nebraska,2013,"333 Machinery, Except Electrical",imports,807534263
Nebraska,2014,"333 Machinery, Except Electrical",exports,1106605187
Nebraska,2014,"333 Machinery, Except Electrical",imports,785352575
Nebraska,2015,"333 Machinery, Except Electrical",exports,838580065
Nebraska,2015,"333 Machinery, Except Electrical",imports,744497450
Nebraska,2016,"333 Machinery, Except Electrical",exports,845912218
Nebraska,2016,"333 Machinery, Except Electrical",imports,611691233
Nebraska,2017,"333 Machinery, Except Electrical",exports,976545154
Nebraska,2017,"333 Machinery, Except Electrical",imports,621062158
Nebraska,2008,334 Computer & Electronic Products,exports,168374849
Nebraska,2008,334 Computer & Electronic Products,imports,232040140
Nebraska,2009,334 Computer & Electronic Products,exports,144321794
Nebraska,2009,334 Computer & Electronic Products,imports,143688384
Nebraska,2010,334 Computer & Electronic Products,exports,172988598
Nebraska,2010,334 Computer & Electronic Products,imports,242560804
Nebraska,2011,334 Computer & Electronic Products,exports,191547366
Nebraska,2011,334 Computer & Electronic Products,imports,254208463
Nebraska,2012,334 Computer & Electronic Products,exports,195543367
Nebraska,2012,334 Computer & Electronic Products,imports,214370676
Nebraska,2013,334 Computer & Electronic Products,exports,231010061
Nebraska,2013,334 Computer & Electronic Products,imports,248643079
Nebraska,2014,334 Computer & Electronic Products,exports,244173043
Nebraska,2014,334 Computer & Electronic Products,imports,245331077
Nebraska,2015,334 Computer & Electronic Products,exports,244780671
Nebraska,2015,334 Computer & Electronic Products,imports,245254719
Nebraska,2016,334 Computer & Electronic Products,exports,207515372
Nebraska,2016,334 Computer & Electronic Products,imports,245766398
Nebraska,2017,334 Computer & Electronic Products,exports,215864275
Nebraska,2017,334 Computer & Electronic Products,imports,284082719
Nebraska,2008,"335 Electrical Equipment, Appliances & Components",exports,72975347
Nebraska,2008,"335 Electrical Equipment, Appliances & Components",imports,83017903
Nebraska,2009,"335 Electrical Equipment, Appliances & Components",exports,64372996
Nebraska,2009,"335 Electrical Equipment, Appliances & Components",imports,62588309
Nebraska,2010,"335 Electrical Equipment, Appliances & Components",exports,99785469
Nebraska,2010,"335 Electrical Equipment, Appliances & Components",imports,77351109
Nebraska,2011,"335 Electrical Equipment, Appliances & Components",exports,117307184
Nebraska,2011,"335 Electrical Equipment, Appliances & Components",imports,106487938
Nebraska,2012,"335 Electrical Equipment, Appliances & Components",exports,163139714
Nebraska,2012,"335 Electrical Equipment, Appliances & Components",imports,127831039
Nebraska,2013,"335 Electrical Equipment, Appliances & Components",exports,179342500
Nebraska,2013,"335 Electrical Equipment, Appliances & Components",imports,132403628
Nebraska,2014,"335 Electrical Equipment, Appliances & Components",exports,280252671
Nebraska,2014,"335 Electrical Equipment, Appliances & Components",imports,143791726
Nebraska,2015,"335 Electrical Equipment, Appliances & Components",exports,434725190
Nebraska,2015,"335 Electrical Equipment, Appliances & Components",imports,160415701
Nebraska,2016,"335 Electrical Equipment, Appliances & Components",exports,244869336
Nebraska,2016,"335 Electrical Equipment, Appliances & Components",imports,136221811
Nebraska,2017,"335 Electrical Equipment, Appliances & Components",exports,189573173
Nebraska,2017,"335 Electrical Equipment, Appliances & Components",imports,135730252
Nebraska,2008,336 Transportation Equipment,exports,483846201
Nebraska,2008,336 Transportation Equipment,imports,289985372
Nebraska,2009,336 Transportation Equipment,exports,332304716
Nebraska,2009,336 Transportation Equipment,imports,351292240
Nebraska,2010,336 Transportation Equipment,exports,366659915
Nebraska,2010,336 Transportation Equipment,imports,326298589
Nebraska,2011,336 Transportation Equipment,exports,513123157
Nebraska,2011,336 Transportation Equipment,imports,316608736
Nebraska,2012,336 Transportation Equipment,exports,436703144
Nebraska,2012,336 Transportation Equipment,imports,361710893
Nebraska,2013,336 Transportation Equipment,exports,399425132
Nebraska,2013,336 Transportation Equipment,imports,274240896
Nebraska,2014,336 Transportation Equipment,exports,406555129
Nebraska,2014,336 Transportation Equipment,imports,384370556
Nebraska,2015,336 Transportation Equipment,exports,323362445
Nebraska,2015,336 Transportation Equipment,imports,443447513
Nebraska,2016,336 Transportation Equipment,exports,266270684
Nebraska,2016,336 Transportation Equipment,imports,298291693
Nebraska,2017,336 Transportation Equipment,exports,318006155
Nebraska,2017,336 Transportation Equipment,imports,248106000
Nebraska,2008,337 Furniture & Fixtures,exports,26316637
Nebraska,2008,337 Furniture & Fixtures,imports,51677142
Nebraska,2009,337 Furniture & Fixtures,exports,23875277
Nebraska,2009,337 Furniture & Fixtures,imports,53635939
Nebraska,2010,337 Furniture & Fixtures,exports,24068148
Nebraska,2010,337 Furniture & Fixtures,imports,69578983
Nebraska,2011,337 Furniture & Fixtures,exports,29046411
Nebraska,2011,337 Furniture & Fixtures,imports,65318116
Nebraska,2012,337 Furniture & Fixtures,exports,55281204
Nebraska,2012,337 Furniture & Fixtures,imports,66268943
Nebraska,2013,337 Furniture & Fixtures,exports,71534200
Nebraska,2013,337 Furniture & Fixtures,imports,71453527
Nebraska,2014,337 Furniture & Fixtures,exports,38723495
Nebraska,2014,337 Furniture & Fixtures,imports,76001328
Nebraska,2015,337 Furniture & Fixtures,exports,15210372
Nebraska,2015,337 Furniture & Fixtures,imports,103670442
Nebraska,2016,337 Furniture & Fixtures,exports,15004806
Nebraska,2016,337 Furniture & Fixtures,imports,91297125
Nebraska,2017,337 Furniture & Fixtures,exports,14980996
Nebraska,2017,337 Furniture & Fixtures,imports,92804934
Nebraska,2008,339 Miscellaneous Manufactured Commodities,exports,118230973
Nebraska,2008,339 Miscellaneous Manufactured Commodities,imports,145017252
Nebraska,2009,339 Miscellaneous Manufactured Commodities,exports,98514528
Nebraska,2009,339 Miscellaneous Manufactured Commodities,imports,121411101
Nebraska,2010,339 Miscellaneous Manufactured Commodities,exports,112048931
Nebraska,2010,339 Miscellaneous Manufactured Commodities,imports,142926417
Nebraska,2011,339 Miscellaneous Manufactured Commodities,exports,127388453
Nebraska,2011,339 Miscellaneous Manufactured Commodities,imports,149901043
Nebraska,2012,339 Miscellaneous Manufactured Commodities,exports,132094447
Nebraska,2012,339 Miscellaneous Manufactured Commodities,imports,171906802
Nebraska,2013,339 Miscellaneous Manufactured Commodities,exports,185505373
Nebraska,2013,339 Miscellaneous Manufactured Commodities,imports,167206899
Nebraska,2014,339 Miscellaneous Manufactured Commodities,exports,187246926
Nebraska,2014,339 Miscellaneous Manufactured Commodities,imports,181025727
Nebraska,2015,339 Miscellaneous Manufactured Commodities,exports,179485943
Nebraska,2015,339 Miscellaneous Manufactured Commodities,imports,189116444
Nebraska,2016,339 Miscellaneous Manufactured Commodities,exports,203608424
Nebraska,2016,339 Miscellaneous Manufactured Commodities,imports,176749901
Nebraska,2017,339 Miscellaneous Manufactured Commodities,exports,217536413
Nebraska,2017,339 Miscellaneous Manufactured Commodities,imports,167874702
Nebraska,2008,"511 Newspapers, Books & Other Published Matter, Nesoi",exports,50971
Nebraska,2008,"511 Newspapers, Books & Other Published Matter, Nesoi",imports,3352
Nebraska,2009,"511 Newspapers, Books & Other Published Matter, Nesoi",exports,84993
Nebraska,2009,"511 Newspapers, Books & Other Published Matter, Nesoi",imports,10231
Nebraska,2010,"511 Newspapers, Books & Other Published Matter, Nesoi",exports,136554
Nebraska,2010,"511 Newspapers, Books & Other Published Matter, Nesoi",imports,4410
Nebraska,2011,"511 Newspapers, Books & Other Published Matter, Nesoi",exports,120846
Nebraska,2011,"511 Newspapers, Books & Other Published Matter, Nesoi",imports,2952
Nebraska,2008,910 Waste And Scrap,exports,23088430
Nebraska,2008,910 Waste And Scrap,imports,1736930
Nebraska,2009,910 Waste And Scrap,exports,13628503
Nebraska,2009,910 Waste And Scrap,imports,2809334
Nebraska,2010,910 Waste And Scrap,exports,23655043
Nebraska,2010,910 Waste And Scrap,imports,6473565
Nebraska,2011,910 Waste And Scrap,exports,25437597
Nebraska,2011,910 Waste And Scrap,imports,13194953
Nebraska,2012,910 Waste And Scrap,exports,18794346
Nebraska,2012,910 Waste And Scrap,imports,6585295
Nebraska,2013,910 Waste And Scrap,exports,12385806
Nebraska,2013,910 Waste And Scrap,imports,9905751
Nebraska,2014,910 Waste And Scrap,exports,14795596
Nebraska,2014,910 Waste And Scrap,imports,3092495
Nebraska,2015,910 Waste And Scrap,exports,12037303
Nebraska,2015,910 Waste And Scrap,imports,2073114
Nebraska,2016,910 Waste And Scrap,exports,9633543
Nebraska,2016,910 Waste And Scrap,imports,3885461
Nebraska,2017,910 Waste And Scrap,exports,11406046
Nebraska,2017,910 Waste And Scrap,imports,13354191
Nebraska,2008,920 Used Or Second-hand Merchandise,exports,95187348
Nebraska,2008,920 Used Or Second-hand Merchandise,imports,3223019
Nebraska,2009,920 Used Or Second-hand Merchandise,exports,69413238
Nebraska,2009,920 Used Or Second-hand Merchandise,imports,1254445
Nebraska,2010,920 Used Or Second-hand Merchandise,exports,64240097
Nebraska,2010,920 Used Or Second-hand Merchandise,imports,3183700
Nebraska,2011,920 Used Or Second-hand Merchandise,exports,53635983
Nebraska,2011,920 Used Or Second-hand Merchandise,imports,3114310
Nebraska,2012,930 Used Or Second-hand Merchandise,exports,71287852
Nebraska,2012,930 Used Or Second-hand Merchandise,imports,3926430
Nebraska,2013,930 Used Or Second-hand Merchandise,exports,72556154
Nebraska,2013,930 Used Or Second-hand Merchandise,imports,5048549
Nebraska,2014,930 Used Or Second-hand Merchandise,exports,47306942
Nebraska,2014,930 Used Or Second-hand Merchandise,imports,5149629
Nebraska,2015,930 Used Or Second-hand Merchandise,exports,28251222
Nebraska,2015,930 Used Or Second-hand Merchandise,imports,11321716
Nebraska,2016,930 Used Or Second-hand Merchandise,exports,26220642
Nebraska,2016,930 Used Or Second-hand Merchandise,imports,5468906
Nebraska,2017,930 Used Or Second-hand Merchandise,exports,31418834
Nebraska,2017,930 Used Or Second-hand Merchandise,imports,5379375
Nebraska,2008,980 Goods Returned (exports For Canada Only),exports,2325851
Nebraska,2008,980 Goods Returned (exports For Canada Only),imports,53109594
Nebraska,2009,980 Goods Returned (exports For Canada Only),exports,460307
Nebraska,2009,980 Goods Returned (exports For Canada Only),imports,49171344
Nebraska,2010,980 Goods Returned (exports For Canada Only),exports,382794
Nebraska,2010,980 Goods Returned (exports For Canada Only),imports,60676274
Nebraska,2011,980 Goods Returned (exports For Canada Only),exports,400899
Nebraska,2011,980 Goods Returned (exports For Canada Only),imports,92369135
Nebraska,2012,980 Goods Returned (exports For Canada Only),exports,423129
Nebraska,2012,980 Goods Returned (exports For Canada Only),imports,79316049
Nebraska,2013,980 Goods Returned (exports For Canada Only),exports,581812
Nebraska,2013,980 Goods Returned (exports For Canada Only),imports,105992418
Nebraska,2014,980 Goods Returned (exports For Canada Only),exports,124648
Nebraska,2014,980 Goods Returned (exports For Canada Only),imports,73496467
Nebraska,2015,980 Goods Returned (exports For Canada Only),exports,162566
Nebraska,2015,980 Goods Returned (exports For Canada Only),imports,82208616
Nebraska,2016,980 Goods Returned (exports For Canada Only),exports,55490
Nebraska,2016,980 Goods Returned (exports For Canada Only),imports,103925025
Nebraska,2017,980 Goods Returned (exports For Canada Only),exports,1002285
Nebraska,2017,980 Goods Returned (exports For Canada Only),imports,106692215
Nebraska,2008,990 Other Special Classification Provisions,exports,8027603
Nebraska,2008,990 Other Special Classification Provisions,imports,17154745
Nebraska,2009,990 Other Special Classification Provisions,exports,11980547
Nebraska,2009,990 Other Special Classification Provisions,imports,10377403
Nebraska,2010,990 Other Special Classification Provisions,exports,10533518
Nebraska,2010,990 Other Special Classification Provisions,imports,7528225
Nebraska,2011,990 Other Special Classification Provisions,exports,17313086
Nebraska,2011,990 Other Special Classification Provisions,imports,2157004
Nebraska,2012,990 Other Special Classification Provisions,exports,16288890
Nebraska,2012,990 Other Special Classification Provisions,imports,994629
Nebraska,2013,990 Other Special Classification Provisions,exports,21947988
Nebraska,2013,990 Other Special Classification Provisions,imports,613120
Nebraska,2014,990 Other Special Classification Provisions,exports,25969263
Nebraska,2014,990 Other Special Classification Provisions,imports,1188598
Nebraska,2015,990 Other Special Classification Provisions,exports,19190688
Nebraska,2015,990 Other Special Classification Provisions,imports,2576243
Nebraska,2016,990 Other Special Classification Provisions,exports,14988727
Nebraska,2016,990 Other Special Classification Provisions,imports,1026293
Nebraska,2017,990 Other Special Classification Provisions,exports,15353073
Nebraska,2017,990 Other Special Classification Provisions,imports,2147774
Nevada,2008,111 Agricultural Products,exports,16800964
Nevada,2008,111 Agricultural Products,imports,152582013
Nevada,2009,111 Agricultural Products,exports,10510134
Nevada,2009,111 Agricultural Products,imports,146243849
Nevada,2010,111 Agricultural Products,exports,17984678
Nevada,2010,111 Agricultural Products,imports,150850426
Nevada,2011,111 Agricultural Products,exports,16853839
Nevada,2011,111 Agricultural Products,imports,377558369
Nevada,2012,111 Agricultural Products,exports,14358023
Nevada,2012,111 Agricultural Products,imports,319270316
Nevada,2013,111 Agricultural Products,exports,22367023
Nevada,2013,111 Agricultural Products,imports,29528745
Nevada,2014,111 Agricultural Products,exports,16737918
Nevada,2014,111 Agricultural Products,imports,12644126
Nevada,2015,111 Agricultural Products,exports,15681152
Nevada,2015,111 Agricultural Products,imports,12299337
Nevada,2016,111 Agricultural Products,exports,22645805
Nevada,2016,111 Agricultural Products,imports,12553819
Nevada,2017,111 Agricultural Products,exports,27902774
Nevada,2017,111 Agricultural Products,imports,11241462
Nevada,2008,112 Livestock & Livestock Products,exports,2015848
Nevada,2008,112 Livestock & Livestock Products,imports,21735452
Nevada,2009,112 Livestock & Livestock Products,exports,2429980
Nevada,2009,112 Livestock & Livestock Products,imports,4381140
Nevada,2010,112 Livestock & Livestock Products,exports,283375
Nevada,2010,112 Livestock & Livestock Products,imports,11147014
Nevada,2011,112 Livestock & Livestock Products,exports,113255
Nevada,2011,112 Livestock & Livestock Products,imports,3463291
Nevada,2012,112 Livestock & Livestock Products,exports,295204
Nevada,2012,112 Livestock & Livestock Products,imports,2971606
Nevada,2013,112 Livestock & Livestock Products,exports,829191
Nevada,2013,112 Livestock & Livestock Products,imports,2221345
Nevada,2014,112 Livestock & Livestock Products,exports,757437
Nevada,2014,112 Livestock & Livestock Products,imports,7997681
Nevada,2015,112 Livestock & Livestock Products,exports,3616778
Nevada,2015,112 Livestock & Livestock Products,imports,13075591
Nevada,2016,112 Livestock & Livestock Products,exports,1288522
Nevada,2016,112 Livestock & Livestock Products,imports,14023827
Nevada,2017,112 Livestock & Livestock Products,exports,887217
Nevada,2017,112 Livestock & Livestock Products,imports,14306639
Nevada,2008,"113 Forestry Products, Nesoi",exports,440641
Nevada,2008,"113 Forestry Products, Nesoi",imports,136737
Nevada,2009,"113 Forestry Products, Nesoi",exports,13849
Nevada,2009,"113 Forestry Products, Nesoi",imports,274716
Nevada,2010,"113 Forestry Products, Nesoi",exports,90628
Nevada,2010,"113 Forestry Products, Nesoi",imports,383370
Nevada,2011,"113 Forestry Products, Nesoi",exports,185791
Nevada,2011,"113 Forestry Products, Nesoi",imports,927989
Nevada,2012,"113 Forestry Products, Nesoi",exports,179371
Nevada,2012,"113 Forestry Products, Nesoi",imports,1569123
Nevada,2013,"113 Forestry Products, Nesoi",exports,452296
Nevada,2013,"113 Forestry Products, Nesoi",imports,14660261
Nevada,2014,"113 Forestry Products, Nesoi",exports,535724
Nevada,2014,"113 Forestry Products, Nesoi",imports,247225
Nevada,2015,"113 Forestry Products, Nesoi",exports,260016
Nevada,2015,"113 Forestry Products, Nesoi",imports,270497
Nevada,2016,"113 Forestry Products, Nesoi",exports,676403
Nevada,2016,"113 Forestry Products, Nesoi",imports,846980
Nevada,2017,"113 Forestry Products, Nesoi",exports,1419125
Nevada,2017,"113 Forestry Products, Nesoi",imports,898081
Nevada,2008,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,268182
Nevada,2008,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,30704897
Nevada,2009,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,72141
Nevada,2009,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,14209465
Nevada,2010,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,567715
Nevada,2010,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,11178851
Nevada,2011,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,393296
Nevada,2011,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,9990689
Nevada,2012,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,1497771
Nevada,2012,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,15115566
Nevada,2013,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,608721
Nevada,2013,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,10340716
Nevada,2014,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,928479
Nevada,2014,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,13619195
Nevada,2015,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,755018
Nevada,2015,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,6797817
Nevada,2016,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,1011159
Nevada,2016,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,10185925
Nevada,2017,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,399897
Nevada,2017,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,7252166
Nevada,2009,211 Oil & Gas,exports,78130
Nevada,2009,211 Oil & Gas,imports,4845810
Nevada,2010,211 Oil & Gas,exports,5600
Nevada,2010,211 Oil & Gas,imports,11557623
Nevada,2011,211 Oil & Gas,exports,3087
Nevada,2011,211 Oil & Gas,imports,17130388
Nevada,2012,211 Oil & Gas,exports,8153
Nevada,2012,211 Oil & Gas,imports,18063003
Nevada,2013,211 Oil & Gas,exports,11965
Nevada,2013,211 Oil & Gas,imports,11207069
Nevada,2014,211 Oil & Gas,exports,20178
Nevada,2014,211 Oil & Gas,imports,11770995
Nevada,2016,211 Oil & Gas,exports,16581
Nevada,2016,211 Oil & Gas,imports,6718224
Nevada,2017,211 Oil & Gas,exports,2603207
Nevada,2017,211 Oil & Gas,imports,16665371
Nevada,2008,212 Minerals & Ores,exports,695937815
Nevada,2008,212 Minerals & Ores,imports,28239738
Nevada,2009,212 Minerals & Ores,exports,528885354
Nevada,2009,212 Minerals & Ores,imports,18468107
Nevada,2010,212 Minerals & Ores,exports,731152388
Nevada,2010,212 Minerals & Ores,imports,27702945
Nevada,2011,212 Minerals & Ores,exports,860651019
Nevada,2011,212 Minerals & Ores,imports,28663950
Nevada,2012,212 Minerals & Ores,exports,958892201
Nevada,2012,212 Minerals & Ores,imports,45404653
Nevada,2013,212 Minerals & Ores,exports,769811235
Nevada,2013,212 Minerals & Ores,imports,39835060
Nevada,2014,212 Minerals & Ores,exports,598133279
Nevada,2014,212 Minerals & Ores,imports,40287852
Nevada,2015,212 Minerals & Ores,exports,357950678
Nevada,2015,212 Minerals & Ores,imports,40842977
Nevada,2016,212 Minerals & Ores,exports,383233010
Nevada,2016,212 Minerals & Ores,imports,22067104
Nevada,2017,212 Minerals & Ores,exports,403998462
Nevada,2017,212 Minerals & Ores,imports,15574541
Nevada,2008,311 Food & Kindred Products,exports,34966301
Nevada,2008,311 Food & Kindred Products,imports,128387283
Nevada,2009,311 Food & Kindred Products,exports,45629703
Nevada,2009,311 Food & Kindred Products,imports,114142797
Nevada,2010,311 Food & Kindred Products,exports,59665199
Nevada,2010,311 Food & Kindred Products,imports,138881670
Nevada,2011,311 Food & Kindred Products,exports,48212548
Nevada,2011,311 Food & Kindred Products,imports,168377166
Nevada,2012,311 Food & Kindred Products,exports,79232874
Nevada,2012,311 Food & Kindred Products,imports,212398099
Nevada,2013,311 Food & Kindred Products,exports,98185345
Nevada,2013,311 Food & Kindred Products,imports,167787932
Nevada,2014,311 Food & Kindred Products,exports,172299778
Nevada,2014,311 Food & Kindred Products,imports,162542712
Nevada,2015,311 Food & Kindred Products,exports,197995417
Nevada,2015,311 Food & Kindred Products,imports,180387448
Nevada,2016,311 Food & Kindred Products,exports,219225481
Nevada,2016,311 Food & Kindred Products,imports,175355554
Nevada,2017,311 Food & Kindred Products,exports,252864171
Nevada,2017,311 Food & Kindred Products,imports,175305860
Nevada,2008,312 Beverages & Tobacco Products,exports,16651649
Nevada,2008,312 Beverages & Tobacco Products,imports,210187714
Nevada,2009,312 Beverages & Tobacco Products,exports,12945789
Nevada,2009,312 Beverages & Tobacco Products,imports,168550753
Nevada,2010,312 Beverages & Tobacco Products,exports,15323952
Nevada,2010,312 Beverages & Tobacco Products,imports,209243863
Nevada,2011,312 Beverages & Tobacco Products,exports,28522885
Nevada,2011,312 Beverages & Tobacco Products,imports,222110477
Nevada,2012,312 Beverages & Tobacco Products,exports,18562519
Nevada,2012,312 Beverages & Tobacco Products,imports,231888462
Nevada,2013,312 Beverages & Tobacco Products,exports,14862284
Nevada,2013,312 Beverages & Tobacco Products,imports,238997992
Nevada,2014,312 Beverages & Tobacco Products,exports,12802107
Nevada,2014,312 Beverages & Tobacco Products,imports,254056865
Nevada,2015,312 Beverages & Tobacco Products,exports,12743729
Nevada,2015,312 Beverages & Tobacco Products,imports,276191360
Nevada,2016,312 Beverages & Tobacco Products,exports,22719697
Nevada,2016,312 Beverages & Tobacco Products,imports,220880380
Nevada,2017,312 Beverages & Tobacco Products,exports,21236310
Nevada,2017,312 Beverages & Tobacco Products,imports,263406072
Nevada,2008,313 Textiles & Fabrics,exports,3685226
Nevada,2008,313 Textiles & Fabrics,imports,6752295
Nevada,2009,313 Textiles & Fabrics,exports,14578161
Nevada,2009,313 Textiles & Fabrics,imports,5101172
Nevada,2010,313 Textiles & Fabrics,exports,11397796
Nevada,2010,313 Textiles & Fabrics,imports,13725024
Nevada,2011,313 Textiles & Fabrics,exports,10325430
Nevada,2011,313 Textiles & Fabrics,imports,8152161
Nevada,2012,313 Textiles & Fabrics,exports,12098805
Nevada,2012,313 Textiles & Fabrics,imports,12345739
Nevada,2013,313 Textiles & Fabrics,exports,11062217
Nevada,2013,313 Textiles & Fabrics,imports,8499838
Nevada,2014,313 Textiles & Fabrics,exports,14701437
Nevada,2014,313 Textiles & Fabrics,imports,21692436
Nevada,2015,313 Textiles & Fabrics,exports,19697717
Nevada,2015,313 Textiles & Fabrics,imports,16693188
